BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
  Tick cache: ATRA → +8 ticks (total 3,211)
  Tick cache: LNKS → +82 ticks (total 59,507)
  Tick cache: MOBX → +123 ticks (total 82,654)
  Tick cache: AEHL → +89 ticks (total 70,047)
  Tick cache: QUCY → +112 ticks (total 88,422)
  Tick cache: SST → +14 ticks (total 2,026)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[WB] [14:37 ET] ATRA WB_DOWNWAVE: wave_id=34 score=4 (< 7, no arm)
  Tick cache: LESL → +53 ticks (total 86,936)
  TICK AUDIT: AEHL: 178 ticks in last 60s, last_price=$4.56, last_tick_time=14:37:35
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.47, last_tick_time=14:37:11
  TICK AUDIT: LESL: 99 ticks in last 60s, last_price=$3.21, last_tick_time=14:37:35
  TICK AUDIT: LNKS: 109 ticks in last 60s, last_price=$1.49, last_tick_time=14:37:34
  TICK AUDIT: MOBX: 245 ticks in last 60s, last_price=$2.57, last_tick_time=14:37:35
  TICK AUDIT: QUCY: 287 ticks in last 60s, last_price=$2.43, last_tick_time=14:37:35
  TICK AUDIT: SST: 11 ticks in last 60s, last_price=$3.31, last_tick_time=14:37:34
  Tick cache: QUCY → +175 ticks (total 88,597)
  Tick cache: MOBX → +132 ticks (total 82,786)
  Tick cache: AEHL → +107 ticks (total 70,154)
  Tick cache: LNKS → +41 ticks (total 59,548)
  Tick cache: SST → +4 ticks (total 2,030)
  Tick cache: ATRA → +1 ticks (total 3,212)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:38:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=505 | AEHL:87t/? ATRA:0t/? LESL:45t/? LNKS:51t/? MOBX:114t/? QUCY:205t/? SST:3t/?
[14:38:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=530 | AEHL:89t/? ATRA:0t/? LESL:49t/? LNKS:51t/? MOBX:125t/? QUCY:213t/? SST:3t/?
  Tick cache: QUCY → +257 ticks (total 88,854)
  Tick cache: AEHL → +110 ticks (total 70,264)
  Tick cache: MOBX → +157 ticks (total 82,943)
  Tick cache: LESL → +54 ticks (total 86,990)
  Tick cache: LNKS → +79 ticks (total 59,627)
  Tick cache: SST → +3 ticks (total 2,033)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 178 ticks in last 60s, last_price=$4.58, last_tick_time=14:38:35
  TICK AUDIT: ATRA: 4 ticks in last 60s, last_price=$9.46, last_tick_time=14:38:18
  TICK AUDIT: LESL: 85 ticks in last 60s, last_price=$3.18, last_tick_time=14:38:33
  TICK AUDIT: LNKS: 110 ticks in last 60s, last_price=$1.49, last_tick_time=14:38:33
  TICK AUDIT: MOBX: 315 ticks in last 60s, last_price=$2.58, last_tick_time=14:38:35
  TICK AUDIT: QUCY: 459 ticks in last 60s, last_price=$2.44, last_tick_time=14:38:35
  TICK AUDIT: SST: 3 ticks in last 60s, last_price=$3.31, last_tick_time=14:37:44
  Tick cache: LNKS → +32 ticks (total 59,659)
  Tick cache: AEHL → +76 ticks (total 70,340)
  Tick cache: QUCY → +221 ticks (total 89,075)
  Tick cache: LESL → +38 ticks (total 87,028)
  Tick cache: MOBX → +172 ticks (total 83,115)
  Tick cache: ATRA → +4 ticks (total 3,216)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:39:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=364 | AEHL:65t/? ATRA:1t/? LESL:28t/? LNKS:18t/? MOBX:110t/? QUCY:139t/? SST:3t/?
[14:39:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=368 | AEHL:67t/? ATRA:1t/? LESL:28t/? LNKS:18t/? MOBX:112t/? QUCY:139t/? SST:3t/?
  Tick cache: QUCY → +186 ticks (total 89,261)
  Tick cache: LESL → +36 ticks (total 87,064)
  Tick cache: MOBX → +122 ticks (total 83,237)
  Tick cache: AEHL → +72 ticks (total 70,412)
  Tick cache: LNKS → +41 ticks (total 59,700)
  Tick cache: SST → +3 ticks (total 2,036)
  Tick cache: ATRA → +1 ticks (total 3,217)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 127 ticks in last 60s, last_price=$4.58, last_tick_time=14:39:34
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.46, last_tick_time=14:39:18
  TICK AUDIT: LESL: 70 ticks in last 60s, last_price=$3.16, last_tick_time=14:39:33
  TICK AUDIT: LNKS: 81 ticks in last 60s, last_price=$1.47, last_tick_time=14:39:35
  TICK AUDIT: MOBX: 234 ticks in last 60s, last_price=$2.56, last_tick_time=14:39:35
  TICK AUDIT: QUCY: 319 ticks in last 60s, last_price=$2.48, last_tick_time=14:39:35
  TICK AUDIT: SST: 3 ticks in last 60s, last_price=$3.32, last_tick_time=14:38:48
  Tick cache: AEHL → +64 ticks (total 70,476)
  Tick cache: MOBX → +127 ticks (total 83,364)
  Tick cache: QUCY → +143 ticks (total 89,404)
  Tick cache: LESL → +34 ticks (total 87,098)
  Tick cache: LNKS → +41 ticks (total 59,741)
  Tick cache: ATRA → +1 ticks (total 3,218)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:40:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=320 | AEHL:56t/? ATRA:0t/? LESL:15t/? LNKS:32t/? MOBX:121t/? QUCY:96t/? SST:0t/?
[14:40 ET] MOBX CHART | O=2.56 H=2.60 L=2.55 C=2.56 V=109,695 | EMA9=none VWAP=2.68 (-4.5%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:40 ET] LNKS CHART | O=1.48 H=1.50 L=1.47 C=1.49 V=11,503 | EMA9=none VWAP=1.99 (-25.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:40 ET] LESL CHART | O=3.20 H=3.21 L=3.16 C=3.16 V=18,565 | EMA9=none VWAP=3.07 (+3.0%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:40:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=329 | AEHL:56t/? ATRA:0t/? LESL:16t/? LNKS:34t/? MOBX:127t/? QUCY:96t/? SST:0t/?
[14:40 ET] QUCY CHART | O=2.44 H=2.50 L=2.44 C=2.49 V=122,687 | EMA9=none VWAP=2.29 (+8.6%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:40 ET] AEHL CHART | O=4.62 H=4.70 L=4.56 C=4.70 V=8,025 | EMA9=none VWAP=4.84 (-2.9%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +108 ticks (total 89,512)
  Tick cache: LESL → +32 ticks (total 87,130)
  Tick cache: MOBX → +160 ticks (total 83,524)
  Tick cache: LNKS → +53 ticks (total 59,794)
  Tick cache: AEHL → +49 ticks (total 70,525)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
[14:40 ET] SST CHART | O=3.32 H=3.32 L=3.32 C=3.32 V=306 | EMA9=none VWAP=3.37 (-1.6%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  TICK AUDIT: AEHL: 143 ticks in last 60s, last_price=$4.72, last_tick_time=14:40:35
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.46, last_tick_time=14:39:18
  TICK AUDIT: LESL: 64 ticks in last 60s, last_price=$3.21, last_tick_time=14:40:36
  TICK AUDIT: LNKS: 76 ticks in last 60s, last_price=$1.48, last_tick_time=14:40:35
  TICK AUDIT: MOBX: 267 ticks in last 60s, last_price=$2.62, last_tick_time=14:40:35
  TICK AUDIT: QUCY: 202 ticks in last 60s, last_price=$2.48, last_tick_time=14:40:35
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.32, last_tick_time=14:40:26
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[14:40 ET] ATRA CHART | O=9.46 H=9.46 L=9.46 C=9.46 V=100 | EMA9=none VWAP=9.86 (-4.0%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +103 ticks (total 89,615)
  Tick cache: MOBX → +121 ticks (total 83,645)
  Tick cache: AEHL → +98 ticks (total 70,623)
  Tick cache: LESL → +32 ticks (total 87,162)
  Tick cache: LNKS → +33 ticks (total 59,827)
  Tick cache: SST → +3 ticks (total 2,039)
  Tick cache: ATRA → +2 ticks (total 3,220)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:41:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=245 | AEHL:39t/? ATRA:2t/? LESL:30t/? LNKS:13t/? MOBX:67t/? QUCY:85t/? SST:9t/?
[14:41:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=267 | AEHL:41t/? ATRA:2t/? LESL:30t/? LNKS:13t/? MOBX:76t/? QUCY:96t/? SST:9t/?
[WB] [14:41 ET] SST WB_DOWNWAVE: wave_id=44 score=3 (< 7, no arm)
  Tick cache: LESL → +54 ticks (total 87,216)
  Tick cache: QUCY → +124 ticks (total 89,739)
  Tick cache: MOBX → +96 ticks (total 83,741)
  Tick cache: AEHL → +65 ticks (total 70,688)
  Tick cache: LNKS → +12 ticks (total 59,839)
  Tick cache: SST → +18 ticks (total 2,057)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 113 ticks in last 60s, last_price=$4.70, last_tick_time=14:41:36
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.46, last_tick_time=14:40:38
  TICK AUDIT: LESL: 85 ticks in last 60s, last_price=$3.26, last_tick_time=14:41:31
  TICK AUDIT: LNKS: 41 ticks in last 60s, last_price=$1.50, last_tick_time=14:41:34
  TICK AUDIT: MOBX: 180 ticks in last 60s, last_price=$2.58, last_tick_time=14:41:36
  TICK AUDIT: QUCY: 237 ticks in last 60s, last_price=$2.47, last_tick_time=14:41:36
  TICK AUDIT: SST: 26 ticks in last 60s, last_price=$3.28, last_tick_time=14:41:30
  Tick cache: QUCY → +137 ticks (total 89,876)
  Tick cache: AEHL → +53 ticks (total 70,741)
  Tick cache: MOBX → +91 ticks (total 83,832)
  Tick cache: LNKS → +32 ticks (total 59,871)
  Tick cache: LESL → +51 ticks (total 87,267)
  Tick cache: SST → +19 ticks (total 2,076)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:42:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=260 | AEHL:42t/? ATRA:0t/? LESL:42t/? LNKS:18t/? MOBX:54t/? QUCY:81t/? SST:23t/?
[14:42:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=277 | AEHL:42t/? ATRA:0t/? LESL:50t/? LNKS:18t/? MOBX:55t/? QUCY:89t/? SST:23t/?
  Tick cache: MOBX → +96 ticks (total 83,928)
  Tick cache: QUCY → +108 ticks (total 89,984)
  Tick cache: LESL → +57 ticks (total 87,324)
  Tick cache: AEHL → +49 ticks (total 70,790)
  Tick cache: LNKS → +31 ticks (total 59,902)
  Tick cache: SST → +23 ticks (total 2,099)
  Tick cache: ATRA → +3 ticks (total 3,223)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 94 ticks in last 60s, last_price=$4.70, last_tick_time=14:42:36
  TICK AUDIT: ATRA: 7 ticks in last 60s, last_price=$9.50, last_tick_time=14:42:36
  TICK AUDIT: LESL: 109 ticks in last 60s, last_price=$3.23, last_tick_time=14:42:35
  TICK AUDIT: LNKS: 56 ticks in last 60s, last_price=$1.51, last_tick_time=14:42:35
  TICK AUDIT: MOBX: 181 ticks in last 60s, last_price=$2.57, last_tick_time=14:42:36
  TICK AUDIT: QUCY: 211 ticks in last 60s, last_price=$2.46, last_tick_time=14:42:36
  TICK AUDIT: SST: 39 ticks in last 60s, last_price=$3.30, last_tick_time=14:42:25
  Tick cache: AEHL → +48 ticks (total 70,838)
  Tick cache: LESL → +38 ticks (total 87,362)
  Tick cache: ATRA → +4 ticks (total 3,227)
  Tick cache: MOBX → +112 ticks (total 84,040)
  Tick cache: QUCY → +127 ticks (total 90,111)
  Tick cache: SST → +8 ticks (total 2,107)
  Tick cache: LNKS → +28 ticks (total 59,930)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:43:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=312 | AEHL:48t/? ATRA:0t/? LESL:17t/? LNKS:20t/? MOBX:104t/? QUCY:116t/? SST:7t/?
[14:43:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=319 | AEHL:52t/? ATRA:0t/? LESL:17t/? LNKS:20t/? MOBX:105t/? QUCY:118t/? SST:7t/?
  Tick cache: MOBX → +87 ticks (total 84,127)
  Tick cache: QUCY → +108 ticks (total 90,219)
  Tick cache: AEHL → +94 ticks (total 70,932)
  Tick cache: LESL → +20 ticks (total 87,382)
  Tick cache: LNKS → +32 ticks (total 59,962)
  Tick cache: SST → +3 ticks (total 2,110)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 176 ticks in last 60s, last_price=$4.43, last_tick_time=14:43:36
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.50, last_tick_time=14:42:36
  TICK AUDIT: LESL: 49 ticks in last 60s, last_price=$3.25, last_tick_time=14:43:34
  TICK AUDIT: LNKS: 72 ticks in last 60s, last_price=$1.48, last_tick_time=14:43:36
  TICK AUDIT: MOBX: 184 ticks in last 60s, last_price=$2.56, last_tick_time=14:43:36
  TICK AUDIT: QUCY: 208 ticks in last 60s, last_price=$2.48, last_tick_time=14:43:36
  TICK AUDIT: SST: 7 ticks in last 60s, last_price=$3.30, last_tick_time=14:42:57
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: QUCY → +60 ticks (total 90,279)
  Tick cache: MOBX → +128 ticks (total 84,255)
  Tick cache: AEHL → +113 ticks (total 71,045)
  Tick cache: LNKS → +45 ticks (total 60,007)
  Tick cache: LESL → +52 ticks (total 87,434)
  Tick cache: ATRA → +2 ticks (total 3,229)
  Tick cache: SST → +2 ticks (total 2,112)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:44:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=252 | AEHL:55t/? ATRA:5t/? LESL:30t/? LNKS:19t/? MOBX:90t/? QUCY:51t/? SST:2t/?
[14:44:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=268 | AEHL:60t/? ATRA:5t/? LESL:30t/? LNKS:19t/? MOBX:94t/? QUCY:58t/? SST:2t/?
[WB] [14:44 ET] ATRA WB_OBSERVE: wave_id=35 dir=up mag=0.96%
  Tick cache: MOBX → +140 ticks (total 84,395)
  Tick cache: AEHL → +51 ticks (total 71,096)
  Tick cache: ATRA → +5 ticks (total 3,234)
  Tick cache: QUCY → +97 ticks (total 90,376)
  Tick cache: LESL → +32 ticks (total 87,466)
  Tick cache: LNKS → +28 ticks (total 60,035)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 111 ticks in last 60s, last_price=$4.54, last_tick_time=14:44:36
  TICK AUDIT: ATRA: 9 ticks in last 60s, last_price=$9.42, last_tick_time=14:44:36
  TICK AUDIT: LESL: 60 ticks in last 60s, last_price=$3.23, last_tick_time=14:44:33
  TICK AUDIT: LNKS: 55 ticks in last 60s, last_price=$1.49, last_tick_time=14:44:36
  TICK AUDIT: MOBX: 261 ticks in last 60s, last_price=$2.56, last_tick_time=14:44:37
  TICK AUDIT: QUCY: 153 ticks in last 60s, last_price=$2.48, last_tick_time=14:44:37
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.30, last_tick_time=14:43:55
  Tick cache: QUCY → +98 ticks (total 90,474)
  Tick cache: MOBX → +148 ticks (total 84,543)
  Tick cache: AEHL → +57 ticks (total 71,153)
[14:45:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=285 | AEHL:48t/? ATRA:3t/? LESL:40t/? LNKS:10t/? MOBX:109t/? QUCY:75t/? SST:0t/?
  Tick cache: LNKS → +18 ticks (total 60,053)
  Tick cache: ATRA → +5 ticks (total 3,239)
[14:45 ET] QUCY CHART | O=2.49 H=2.50 L=2.46 C=2.46 V=53,672 | EMA9=none VWAP=2.30 (+7.1%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:45 ET] LESL CHART | O=3.23 H=3.24 L=3.18 C=3.19 V=24,179 | EMA9=none VWAP=3.07 (+3.9%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: LESL → +40 ticks (total 87,506)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:45 ET] MOBX CHART | O=2.54 H=2.58 L=2.53 C=2.55 V=69,059 | EMA9=none VWAP=2.68 (-4.8%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:45 ET] AEHL CHART | O=4.47 H=4.59 L=4.45 C=4.54 V=16,548 | EMA9=none VWAP=4.83 (-6.1%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:45:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=296 | AEHL:49t/? ATRA:3t/? LESL:43t/? LNKS:10t/? MOBX:112t/? QUCY:79t/? SST:0t/?
[14:45 ET] ATRA CHART | O=9.42 H=9.42 L=9.42 C=9.42 V=608 | EMA9=none VWAP=9.85 (-4.4%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:45 ET] LNKS CHART | O=1.48 H=1.50 L=1.48 C=1.50 V=5,841 | EMA9=none VWAP=1.99 (-24.5%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +117 ticks (total 90,591)
  Tick cache: LESL → +72 ticks (total 87,578)
  Tick cache: AEHL → +79 ticks (total 71,232)
  Tick cache: MOBX → +168 ticks (total 84,711)
  Tick cache: ATRA → +5 ticks (total 3,244)
  Tick cache: LNKS → +37 ticks (total 60,090)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 134 ticks in last 60s, last_price=$4.63, last_tick_time=14:45:35
  TICK AUDIT: ATRA: 8 ticks in last 60s, last_price=$9.42, last_tick_time=14:45:22
  TICK AUDIT: LESL: 118 ticks in last 60s, last_price=$3.17, last_tick_time=14:45:36
  TICK AUDIT: LNKS: 54 ticks in last 60s, last_price=$1.51, last_tick_time=14:45:36
  TICK AUDIT: MOBX: 317 ticks in last 60s, last_price=$2.53, last_tick_time=14:45:36
  TICK AUDIT: QUCY: 211 ticks in last 60s, last_price=$2.46, last_tick_time=14:45:36
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=14:43:55
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[14:45 ET] SST CHART | O=3.30 H=3.30 L=3.30 C=3.30 V=200 | EMA9=none VWAP=3.37 (-2.2%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:46:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=250 | AEHL:28t/? ATRA:1t/? LESL:25t/? LNKS:15t/? MOBX:62t/? QUCY:117t/? SST:2t/?
[14:46:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=262 | AEHL:28t/? ATRA:1t/? LESL:25t/? LNKS:15t/? MOBX:67t/? QUCY:124t/? SST:2t/?
  Tick cache: QUCY → +168 ticks (total 90,759)
  Tick cache: MOBX → +119 ticks (total 84,830)
  Tick cache: AEHL → +42 ticks (total 71,274)
  Tick cache: LESL → +36 ticks (total 87,614)
  Tick cache: LNKS → +29 ticks (total 60,119)
  Tick cache: SST → +2 ticks (total 2,114)
  Tick cache: ATRA → +1 ticks (total 3,245)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: MOBX → +99 ticks (total 84,929)
  Tick cache: AEHL → +46 ticks (total 71,320)
  Tick cache: QUCY → +134 ticks (total 90,893)
  Tick cache: LESL → +47 ticks (total 87,661)
  Tick cache: LNKS → +31 ticks (total 60,150)
  Tick cache: ATRA → +1 ticks (total 3,246)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 80 ticks in last 60s, last_price=$4.73, last_tick_time=14:46:36
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.42, last_tick_time=14:46:23
  TICK AUDIT: LESL: 80 ticks in last 60s, last_price=$3.16, last_tick_time=14:46:37
  TICK AUDIT: LNKS: 54 ticks in last 60s, last_price=$1.53, last_tick_time=14:46:37
  TICK AUDIT: MOBX: 177 ticks in last 60s, last_price=$2.52, last_tick_time=14:46:37
  TICK AUDIT: QUCY: 279 ticks in last 60s, last_price=$2.44, last_tick_time=14:46:37
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.30, last_tick_time=14:45:39
[14:47:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=273 | AEHL:41t/? ATRA:1t/? LESL:31t/? LNKS:29t/? MOBX:97t/? QUCY:73t/? SST:1t/?
[14:47:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=303 | AEHL:45t/? ATRA:1t/? LESL:40t/? LNKS:34t/? MOBX:100t/? QUCY:82t/? SST:1t/?
  Tick cache: MOBX → +113 ticks (total 85,042)
  Tick cache: QUCY → +112 ticks (total 91,005)
  Tick cache: LESL → +54 ticks (total 87,715)
  Tick cache: LNKS → +58 ticks (total 60,208)
  Tick cache: AEHL → +56 ticks (total 71,376)
  Tick cache: ATRA → +1 ticks (total 3,247)
  Tick cache: SST → +1 ticks (total 2,115)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 91 ticks in last 60s, last_price=$4.70, last_tick_time=14:47:36
  TICK AUDIT: ATRA: 4 ticks in last 60s, last_price=$9.48, last_tick_time=14:47:10
  TICK AUDIT: LESL: 108 ticks in last 60s, last_price=$3.17, last_tick_time=14:47:37
  TICK AUDIT: LNKS: 80 ticks in last 60s, last_price=$1.54, last_tick_time=14:47:33
  TICK AUDIT: MOBX: 254 ticks in last 60s, last_price=$2.57, last_tick_time=14:47:37
  TICK AUDIT: QUCY: 200 ticks in last 60s, last_price=$2.49, last_tick_time=14:47:36
  TICK AUDIT: SST: 4 ticks in last 60s, last_price=$3.29, last_tick_time=14:47:24
  Tick cache: MOBX → +147 ticks (total 85,189)
  Tick cache: LESL → +62 ticks (total 87,777)
  Tick cache: AEHL → +41 ticks (total 71,417)
  Tick cache: QUCY → +103 ticks (total 91,108)
  Tick cache: LNKS → +30 ticks (total 60,238)
  Tick cache: ATRA → +3 ticks (total 3,250)
  Tick cache: SST → +3 ticks (total 2,118)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:48:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=285 | AEHL:32t/? ATRA:5t/? LESL:25t/? LNKS:43t/? MOBX:91t/? QUCY:89t/? SST:0t/?
[14:48:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=291 | AEHL:35t/? ATRA:5t/? LESL:25t/? LNKS:44t/? MOBX:92t/? QUCY:90t/? SST:0t/?
  Tick cache: MOBX → +130 ticks (total 85,319)
  Tick cache: LNKS → +62 ticks (total 60,300)
  Tick cache: AEHL → +42 ticks (total 71,459)
  Tick cache: QUCY → +110 ticks (total 91,218)
  Tick cache: LESL → +38 ticks (total 87,815)
  Tick cache: ATRA → +9 ticks (total 3,259)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 75 ticks in last 60s, last_price=$4.75, last_tick_time=14:48:37
  TICK AUDIT: ATRA: 12 ticks in last 60s, last_price=$9.48, last_tick_time=14:48:37
  TICK AUDIT: LESL: 84 ticks in last 60s, last_price=$3.19, last_tick_time=14:48:35
  TICK AUDIT: LNKS: 71 ticks in last 60s, last_price=$1.54, last_tick_time=14:48:34
  TICK AUDIT: MOBX: 213 ticks in last 60s, last_price=$2.52, last_tick_time=14:48:37
  TICK AUDIT: QUCY: 218 ticks in last 60s, last_price=$2.45, last_tick_time=14:48:37
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.29, last_tick_time=14:47:24
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: MOBX → +90 ticks (total 85,409)
  Tick cache: QUCY → +114 ticks (total 91,332)
  Tick cache: AEHL → +43 ticks (total 71,502)
  Tick cache: LNKS → +9 ticks (total 60,309)
  Tick cache: LESL → +47 ticks (total 87,862)
  Tick cache: ATRA → +5 ticks (total 3,264)
  Tick cache: SST → +2 ticks (total 2,120)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:49:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=198 | AEHL:40t/? ATRA:5t/? LESL:31t/? LNKS:6t/? MOBX:41t/? QUCY:73t/? SST:2t/?
